mod_type,fll_bw,costas_bw,sym_bw,preamble_size,noise_volt,freq_offset,time_offset,platform_mode,pdr,ber,matched_packets,total_packets,elapsed_sec
BPSK,0.005,0.01,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.032896995544433594
BPSK,0.005,0.01,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.033188819885253906
BPSK,0.005,0.01,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04282975196838379
BPSK,0.005,0.018,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03780794143676758
BPSK,0.005,0.018,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.035111188888549805
BPSK,0.005,0.018,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.033082008361816406
BPSK,0.005,0.018,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.034331321716308594
BPSK,0.005,0.018,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.035707950592041016
BPSK,0.005,0.018,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03707551956176758
BPSK,0.005,0.018,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.040502309799194336
BPSK,0.005,0.018,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.038213253021240234
BPSK,0.005,0.018,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.047719717025756836
BPSK,0.005,0.018,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.046475887298583984
BPSK,0.005,0.018,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04683732986450195
BPSK,0.005,0.018,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03545355796813965
BPSK,0.005,0.018,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03764486312866211
BPSK,0.005,0.018,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.044249773025512695
BPSK,0.005,0.025,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03949141502380371
BPSK,0.005,0.025,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03926372528076172
BPSK,0.005,0.025,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03507852554321289
BPSK,0.005,0.025,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03754281997680664
BPSK,0.005,0.025,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.033699750900268555
BPSK,0.005,0.025,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03839302062988281
BPSK,0.005,0.025,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03718996047973633
BPSK,0.005,0.025,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.0373380184173584
BPSK,0.005,0.025,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.045101165771484375
BPSK,0.005,0.025,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03421592712402344
BPSK,0.005,0.025,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04261922836303711
BPSK,0.005,0.025,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03924131393432617
BPSK,0.005,0.025,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.042946815490722656
BPSK,0.005,0.025,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03991222381591797
BPSK,0.005,0.035,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.038435935974121094
BPSK,0.005,0.035,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03801846504211426
BPSK,0.005,0.035,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04828500747680664
BPSK,0.005,0.035,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.037743330001831055
BPSK,0.005,0.035,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04127907752990723
BPSK,0.005,0.035,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.047931671142578125
BPSK,0.005,0.035,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.042342424392700195
BPSK,0.005,0.035,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.03462862968444824
BPSK,0.005,0.035,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.038843393325805664
BPSK,0.005,0.035,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03684115409851074
BPSK,0.005,0.035,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0328371524810791
BPSK,0.005,0.035,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.034715890884399414
BPSK,0.005,0.035,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.041756629943847656
BPSK,0.005,0.035,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.05078458786010742
BPSK,0.005,0.045,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.0412135124206543
BPSK,0.005,0.045,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.044116973876953125
BPSK,0.005,0.045,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04414486885070801
BPSK,0.005,0.045,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.038725852966308594
BPSK,0.005,0.045,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03734230995178223
BPSK,0.005,0.045,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04182553291320801
BPSK,0.005,0.045,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.042980194091796875
BPSK,0.005,0.045,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.036539316177368164
BPSK,0.005,0.045,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.03375530242919922
BPSK,0.005,0.045,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03664898872375488
BPSK,0.005,0.045,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03315854072570801
BPSK,0.005,0.045,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03255963325500488
BPSK,0.005,0.045,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03990817070007324
BPSK,0.005,0.045,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03919267654418945
BPSK,0.005,0.0628,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.038527488708496094
BPSK,0.005,0.0628,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03748583793640137
BPSK,0.005,0.0628,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04257535934448242
BPSK,0.005,0.0628,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03676009178161621
BPSK,0.005,0.0628,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04905104637145996
BPSK,0.005,0.0628,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04206991195678711
BPSK,0.005,0.0628,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03690838813781738
BPSK,0.005,0.0628,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.03281545639038086
BPSK,0.005,0.0628,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.033333778381347656
BPSK,0.005,0.0628,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.034679412841796875
BPSK,0.005,0.0628,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03734850883483887
BPSK,0.005,0.0628,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04618573188781738
BPSK,0.005,0.0628,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.039155006408691406
BPSK,0.005,0.0628,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04407906532287598
BPSK,0.005,0.09,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.040444374084472656
BPSK,0.005,0.09,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03471016883850098
BPSK,0.005,0.09,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03699302673339844
BPSK,0.005,0.09,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04313182830810547
BPSK,0.005,0.09,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.036591529846191406
BPSK,0.005,0.09,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03945040702819824
BPSK,0.005,0.09,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.039780616760253906
BPSK,0.005,0.09,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.03491330146789551
BPSK,0.005,0.09,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.038099050521850586
BPSK,0.005,0.09,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03571271896362305
BPSK,0.005,0.09,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04294228553771973
BPSK,0.005,0.09,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.037664175033569336
BPSK,0.005,0.09,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03842520713806152
BPSK,0.005,0.09,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.038726806640625
BPSK,0.005,0.135,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06063342094421387
BPSK,0.005,0.135,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03797435760498047
BPSK,0.005,0.135,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04072833061218262
BPSK,0.005,0.135,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.051326751708984375
BPSK,0.005,0.135,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03784823417663574
BPSK,0.005,0.135,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03849482536315918
BPSK,0.005,0.135,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03455805778503418
BPSK,0.005,0.135,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.03364086151123047
BPSK,0.005,0.135,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.04319405555725098
BPSK,0.005,0.135,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.04009842872619629
BPSK,0.005,0.135,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0375208854675293
BPSK,0.005,0.135,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03372836112976074
BPSK,0.005,0.135,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0416111946105957
BPSK,0.005,0.135,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03504610061645508
BPSK,0.005,0.2,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.045438289642333984
BPSK,0.005,0.2,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04255175590515137
BPSK,0.005,0.2,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03833937644958496
BPSK,0.005,0.2,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04294443130493164
BPSK,0.005,0.2,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04205751419067383
BPSK,0.005,0.2,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.0395963191986084
BPSK,0.005,0.2,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04189634323120117
BPSK,0.005,0.2,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.038538217544555664
BPSK,0.005,0.2,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.04539656639099121
BPSK,0.005,0.2,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.04048585891723633
BPSK,0.005,0.2,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03810596466064453
BPSK,0.005,0.2,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.06350278854370117
BPSK,0.005,0.2,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04426264762878418
BPSK,0.005,0.2,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04576730728149414
BPSK,0.005,0.35,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03811001777648926
BPSK,0.005,0.35,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.032465457916259766
BPSK,0.005,0.35,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.035781145095825195
BPSK,0.005,0.35,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04044938087463379
BPSK,0.005,0.35,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.033177852630615234
BPSK,0.005,0.35,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04375123977661133
BPSK,0.005,0.35,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03632783889770508
BPSK,0.005,0.35,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.03550314903259277
BPSK,0.005,0.35,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.04136300086975098
BPSK,0.005,0.35,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03949093818664551
BPSK,0.005,0.35,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.036452293395996094
BPSK,0.005,0.35,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04056382179260254
BPSK,0.005,0.35,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0393218994140625
BPSK,0.005,0.35,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03548169136047363
BPSK,0.005,0.5,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03708386421203613
BPSK,0.005,0.5,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04608273506164551
BPSK,0.005,0.5,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.0388340950012207
BPSK,0.005,0.5,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04107522964477539
BPSK,0.005,0.5,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.042227745056152344
BPSK,0.005,0.5,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04464125633239746
BPSK,0.005,0.5,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03652215003967285
BPSK,0.005,0.5,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.041738271713256836
BPSK,0.005,0.5,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.07003545761108398
BPSK,0.005,0.5,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03875398635864258
BPSK,0.005,0.5,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04061460494995117
BPSK,0.005,0.5,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0382380485534668
BPSK,0.005,0.5,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.034067392349243164
BPSK,0.005,0.5,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.035617828369140625
BPSK,0.005,0.7,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03902316093444824
BPSK,0.005,0.7,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.043498992919921875
BPSK,0.005,0.7,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.030842065811157227
BPSK,0.005,0.7,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03959965705871582
BPSK,0.005,0.7,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.037331581115722656
BPSK,0.005,0.7,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.032949209213256836
BPSK,0.005,0.7,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03422093391418457
BPSK,0.005,0.7,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.03912091255187988
BPSK,0.005,0.7,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.03958392143249512
BPSK,0.005,0.7,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03816556930541992
BPSK,0.005,0.7,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03720211982727051
BPSK,0.005,0.7,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03643441200256348
BPSK,0.005,0.7,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03751993179321289
BPSK,0.005,0.7,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04082012176513672
BPSK,0.005,1.0,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04023385047912598
BPSK,0.005,1.0,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.034032344818115234
BPSK,0.005,1.0,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.038231611251831055
BPSK,0.005,1.0,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03563976287841797
BPSK,0.005,1.0,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03661799430847168
BPSK,0.005,1.0,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.05512070655822754
BPSK,0.005,1.0,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.039031982421875
BPSK,0.005,1.0,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.04960966110229492
BPSK,0.005,1.0,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.04207348823547363
BPSK,0.005,1.0,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03663182258605957
BPSK,0.005,1.0,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.034912824630737305
BPSK,0.005,1.0,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0337831974029541
BPSK,0.005,1.0,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03693675994873047
BPSK,0.005,1.0,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03427839279174805
BPSK,0.01,0.005,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.033925533294677734
BPSK,0.01,0.005,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03353691101074219
BPSK,0.01,0.005,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.032767534255981445
BPSK,0.01,0.005,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03788590431213379
BPSK,0.01,0.005,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03614974021911621
BPSK,0.01,0.005,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03464221954345703
BPSK,0.01,0.005,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04970860481262207
BPSK,0.01,0.005,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.0443422794342041
BPSK,0.01,0.005,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.03837871551513672
BPSK,0.01,0.005,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03327631950378418
BPSK,0.01,0.005,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.042281389236450195
BPSK,0.01,0.005,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03883862495422363
BPSK,0.01,0.005,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04462552070617676
BPSK,0.01,0.005,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03343367576599121
BPSK,0.01,0.01,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03434491157531738
BPSK,0.01,0.01,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03624248504638672
BPSK,0.01,0.01,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04453849792480469
BPSK,0.01,0.01,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04287576675415039
BPSK,0.01,0.01,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03816366195678711
BPSK,0.01,0.01,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03543353080749512
BPSK,0.01,0.01,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03929901123046875
BPSK,0.01,0.01,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.04472208023071289
BPSK,0.01,0.01,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.037897348403930664
BPSK,0.01,0.01,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03729724884033203
BPSK,0.01,0.01,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.05905914306640625
BPSK,0.01,0.01,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03578925132751465
BPSK,0.01,0.01,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.042836666107177734
BPSK,0.01,0.01,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03624892234802246
BPSK,0.01,0.018,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.040959835052490234
BPSK,0.01,0.018,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03579282760620117
BPSK,0.01,0.018,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03513360023498535
BPSK,0.01,0.018,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03273415565490723
BPSK,0.01,0.018,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.041312217712402344
BPSK,0.01,0.018,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.033275604248046875
BPSK,0.01,0.018,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.041800737380981445
BPSK,0.01,0.018,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.03883028030395508
BPSK,0.01,0.018,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.04309988021850586
BPSK,0.01,0.018,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.04100799560546875
BPSK,0.01,0.018,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04605698585510254
BPSK,0.01,0.018,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.033765316009521484
BPSK,0.01,0.018,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04253721237182617
BPSK,0.01,0.018,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03450131416320801
BPSK,0.01,0.025,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03662610054016113
BPSK,0.01,0.025,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03328084945678711
BPSK,0.01,0.025,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.032328128814697266
BPSK,0.01,0.025,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04062914848327637
BPSK,0.01,0.025,0.035,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03900027275085449
BPSK,0.01,0.025,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03376960754394531
BPSK,0.01,0.025,0.07,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03791618347167969
BPSK,0.01,0.025,0.115,32,0.0,0.0,1.0,software,40.0,0.3,4,10,0.05267739295959473
BPSK,0.01,0.025,0.18,32,0.0,0.0,1.0,software,30.0,0.35,3,10,0.04493117332458496
BPSK,0.01,0.025,0.25,32,0.0,0.0,1.0,software,80.0,0.1,8,10,0.03443121910095215
BPSK,0.01,0.025,0.35,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04517531394958496
BPSK,0.01,0.025,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.04265189170837402
BPSK,0.01,0.025,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.03350973129272461
BPSK,0.01,0.025,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.035193681716918945
BPSK,0.01,0.035,0.005,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03376579284667969
BPSK,0.01,0.035,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04374814033508301
BPSK,0.01,0.035,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.03278827667236328
BPSK,0.01,0.035,0.025,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.04075503349304199
